11.12.2018 14:28:18: 	null , null , null , RPM Bath Sensor: 2209
16.01.2019 17:32:17: 	Temperature: 20 , Humidity: 60 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 516
16.01.2019 17:32:18: 	Temperature: 31 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3610
16.01.2019 17:32:19: 	Temperature: 25 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2597
16.01.2019 17:32:20: 	Temperature: 25 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2462
16.01.2019 17:32:21: 	Temperature: 36 , Humidity: 44 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1784
16.01.2019 17:32:22: 	Temperature: 20 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 304
16.01.2019 17:32:23: 	Temperature: 26 , Humidity: 40 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2313
16.01.2019 17:32:24: 	Temperature: 21 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1176
16.01.2019 17:32:25: 	Temperature: 16 , Humidity: 28 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2746
16.01.2019 17:32:26: 	Temperature: 39 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2701
16.01.2019 17:32:27: 	Temperature: 36 , Humidity: 73 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 558
16.01.2019 17:32:28: 	Temperature: 20 , Humidity: 29 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2085
16.01.2019 17:32:29: 	Temperature: 11 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 459
16.01.2019 17:32:30: 	Temperature: 33 , Humidity: 54 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2922
16.01.2019 17:32:31: 	Temperature: 21 , Humidity: 40 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 543
16.01.2019 17:32:32: 	Temperature: 19 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 447
16.01.2019 17:32:33: 	Temperature: 35 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 695
16.01.2019 17:32:34: 	Temperature: 32 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1308
16.01.2019 17:32:35: 	Temperature: 20 , Humidity: 53 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1274
16.01.2019 17:32:36: 	Temperature: 18 , Humidity: 30 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2805
16.01.2019 17:32:37: 	Temperature: 27 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 916
16.01.2019 17:32:38: 	Temperature: 33 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3579
16.01.2019 17:32:39: 	Temperature: 31 , Humidity: 50 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3217
16.01.2019 17:32:40: 	Temperature: 12 , Humidity: 29 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1721
16.01.2019 17:32:41: 	Temperature: 36 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1695
16.01.2019 17:32:42: 	Temperature: 15 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 990
16.01.2019 17:32:43: 	Temperature: 14 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1686
16.01.2019 17:32:44: 	Temperature: 29 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1001
16.01.2019 17:32:45: 	Temperature: 21 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2077
16.01.2019 17:32:46: 	Temperature: 38 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3446
16.01.2019 17:32:47: 	Temperature: 14 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3749
16.01.2019 17:32:48: 	Temperature: 17 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 337
16.01.2019 17:32:49: 	Temperature: 30 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3869
16.01.2019 17:32:50: 	Temperature: 17 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3644
16.01.2019 17:32:51: 	Temperature: 16 , Humidity: 71 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2203
16.01.2019 17:32:52: 	Temperature: 16 , Humidity: 40 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3352
16.01.2019 17:32:53: 	Temperature: 38 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3585
16.01.2019 17:32:54: 	Temperature: 35 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3741
16.01.2019 17:32:55: 	Temperature: 20 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3064
16.01.2019 17:32:56: 	Temperature: 29 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 916
16.01.2019 17:32:57: 	Temperature: 33 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3801
16.01.2019 17:32:58: 	Temperature: 20 , Humidity: 50 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 842
16.01.2019 17:32:59: 	Temperature: 21 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 766
16.01.2019 17:33:00: 	Temperature: 12 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3685
16.01.2019 17:33:01: 	Temperature: 26 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2669
16.01.2019 17:33:02: 	Temperature: 27 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2674
16.01.2019 17:33:03: 	Temperature: 35 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 787
16.01.2019 17:33:04: 	Temperature: 35 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1221
16.01.2019 17:33:05: 	Temperature: 39 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3889
16.01.2019 17:33:06: 	Temperature: 21 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2352
16.01.2019 17:33:07: 	Temperature: 19 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2110
16.01.2019 17:33:08: 	Temperature: 38 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3869
16.01.2019 17:33:09: 	Temperature: 27 , Humidity: 48 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3385
16.01.2019 17:33:10: 	Temperature: 31 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3542
16.01.2019 17:33:11: 	Temperature: 31 , Humidity: 71 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2920
16.01.2019 17:33:12: 	Temperature: 38 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1804
16.01.2019 17:33:13: 	Temperature: 39 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3160
16.01.2019 17:33:14: 	Temperature: 21 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1083
16.01.2019 17:33:15: 	Temperature: 38 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3255
16.01.2019 17:33:16: 	Temperature: 23 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 986
16.01.2019 17:33:17: 	Temperature: 16 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2869
16.01.2019 17:33:18: 	Temperature: 37 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1280
16.01.2019 17:33:19: 	Temperature: 40 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3438
16.01.2019 17:33:20: 	Temperature: 22 , Humidity: 53 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 648
16.01.2019 17:33:21: 	Temperature: 28 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1564
16.01.2019 17:33:22: 	Temperature: 16 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 671
16.01.2019 17:33:23: 	Temperature: 12 , Humidity: 64 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2681
16.01.2019 17:33:24: 	Temperature: 23 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1443
16.01.2019 17:33:25: 	Temperature: 13 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3358
16.01.2019 17:33:26: 	Temperature: 15 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3249
16.01.2019 17:33:27: 	Temperature: 40 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3288
16.01.2019 17:33:28: 	Temperature: 30 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2937
16.01.2019 17:33:29: 	Temperature: 13 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 884
16.01.2019 17:33:30: 	Temperature: 39 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2807
16.01.2019 17:33:31: 	Temperature: 21 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3272
16.01.2019 17:33:32: 	Temperature: 34 , Humidity: 79 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1672
16.01.2019 17:33:33: 	Temperature: 21 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 552
16.01.2019 17:33:34: 	Temperature: 28 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3439
16.01.2019 17:33:35: 	Temperature: 19 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3650
16.01.2019 17:33:36: 	Temperature: 23 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3904
16.01.2019 17:33:37: 	Temperature: 18 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 789
16.01.2019 17:33:38: 	Temperature: 37 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3862
16.01.2019 17:33:39: 	Temperature: 37 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 869
16.01.2019 17:33:40: 	Temperature: 10 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 779
16.01.2019 17:33:42: 	Temperature: 38 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1333
16.01.2019 17:33:43: 	Temperature: 23 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3868
16.01.2019 17:33:44: 	Temperature: 15 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2805
16.01.2019 17:33:45: 	Temperature: 15 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1266
16.01.2019 17:33:46: 	Temperature: 24 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1172
16.01.2019 17:33:47: 	Temperature: 31 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3480
16.01.2019 17:33:48: 	Temperature: 30 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2230
16.01.2019 17:33:49: 	Temperature: 33 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1741
16.01.2019 17:33:50: 	Temperature: 19 , Humidity: 70 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3261
16.01.2019 17:33:51: 	Temperature: 18 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1559
16.01.2019 17:33:52: 	Temperature: 10 , Humidity: 34 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3492
16.01.2019 17:33:53: 	Temperature: 13 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2024
16.01.2019 17:33:54: 	Temperature: 38 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3327
16.01.2019 17:33:55: 	Temperature: 16 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1302
16.01.2019 17:33:56: 	Temperature: 20 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1133
16.01.2019 17:33:57: 	Temperature: 19 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3016
16.01.2019 17:33:58: 	Temperature: 39 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2965
16.01.2019 17:33:59: 	Temperature: 34 , Humidity: 23 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2583
16.01.2019 17:34:00: 	Temperature: 38 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3948
16.01.2019 17:34:01: 	Temperature: 30 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 636
16.01.2019 17:34:02: 	Temperature: 38 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1723
16.01.2019 17:34:03: 	Temperature: 31 , Humidity: 35 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1831
16.01.2019 17:34:04: 	Temperature: 35 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 864
16.01.2019 17:34:05: 	Temperature: 17 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2102
16.01.2019 17:34:06: 	Temperature: 15 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3922
16.01.2019 17:34:07: 	Temperature: 19 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1075
16.01.2019 17:34:08: 	Temperature: 34 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3986
16.01.2019 17:34:09: 	Temperature: 33 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3506
16.01.2019 17:34:10: 	Temperature: 39 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3643
16.01.2019 17:34:11: 	Temperature: 20 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 679
16.01.2019 17:34:12: 	Temperature: 40 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2581
16.01.2019 17:34:13: 	Temperature: 35 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1419
16.01.2019 17:34:14: 	Temperature: 29 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2685
16.01.2019 17:34:15: 	Temperature: 10 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2092
16.01.2019 17:34:16: 	Temperature: 40 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3680
16.01.2019 17:34:17: 	Temperature: 20 , Humidity: 40 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3083
16.01.2019 17:34:18: 	Temperature: 12 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 835
16.01.2019 17:34:19: 	Temperature: 21 , Humidity: 50 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2732
16.01.2019 17:34:20: 	Temperature: 34 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3673
16.01.2019 17:34:21: 	Temperature: 32 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1012
16.01.2019 17:34:22: 	Temperature: 30 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2825
16.01.2019 17:34:23: 	Temperature: 37 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1501
16.01.2019 17:34:24: 	Temperature: 36 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2877
16.01.2019 17:34:25: 	Temperature: 39 , Humidity: 62 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3976
16.01.2019 17:34:26: 	Temperature: 25 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3452
16.01.2019 17:34:27: 	Temperature: 11 , Humidity: 39 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2142
16.01.2019 17:34:28: 	Temperature: 14 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 458
16.01.2019 17:34:29: 	Temperature: 20 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 936
16.01.2019 17:34:30: 	Temperature: 25 , Humidity: 23 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3401
16.01.2019 17:34:31: 	Temperature: 22 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 882
16.01.2019 17:34:32: 	Temperature: 24 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3704
16.01.2019 17:34:33: 	Temperature: 15 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1389
16.01.2019 17:34:34: 	Temperature: 19 , Humidity: 22 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1754
16.01.2019 17:34:35: 	Temperature: 29 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1699
16.01.2019 17:34:36: 	Temperature: 40 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 842
16.01.2019 17:34:37: 	Temperature: 34 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2681
16.01.2019 17:34:38: 	Temperature: 30 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 875
16.01.2019 17:34:39: 	Temperature: 24 , Humidity: 23 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1630
16.01.2019 17:34:40: 	Temperature: 32 , Humidity: 64 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1198
16.01.2019 17:34:41: 	Temperature: 10 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 596
16.01.2019 17:34:42: 	Temperature: 36 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3075
16.01.2019 17:34:43: 	Temperature: 39 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1931
16.01.2019 17:34:44: 	Temperature: 28 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3124
16.01.2019 17:34:45: 	Temperature: 24 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 388
16.01.2019 17:34:46: 	Temperature: 14 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3704
16.01.2019 17:34:47: 	Temperature: 18 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1080
16.01.2019 17:34:48: 	Temperature: 24 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3077
16.01.2019 17:34:49: 	Temperature: 25 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3651
16.01.2019 17:34:50: 	Temperature: 17 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 639
16.01.2019 17:34:51: 	Temperature: 24 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 897
16.01.2019 17:34:52: 	Temperature: 19 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2937
16.01.2019 17:34:53: 	Temperature: 27 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3593
16.01.2019 17:34:54: 	Temperature: 25 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1251
16.01.2019 17:34:55: 	Temperature: 17 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2184
16.01.2019 17:34:56: 	Temperature: 30 , Humidity: 27 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1523
16.01.2019 17:34:57: 	Temperature: 40 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2520
16.01.2019 17:34:58: 	Temperature: 32 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 668
16.01.2019 17:34:59: 	Temperature: 33 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 432
16.01.2019 17:35:00: 	Temperature: 22 , Humidity: 64 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 308
16.01.2019 17:35:01: 	Temperature: 12 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3504
16.01.2019 17:35:02: 	Temperature: 17 , Humidity: 79 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 980
16.01.2019 17:35:03: 	Temperature: 19 , Humidity: 50 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3950
16.01.2019 17:35:05: 	Temperature: 39 , Humidity: 29 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 453
16.01.2019 17:35:06: 	Temperature: 15 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3164
16.01.2019 17:35:07: 	Temperature: 23 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2962
16.01.2019 17:35:08: 	Temperature: 34 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1106
16.01.2019 17:35:09: 	Temperature: 19 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3924
